map_name,ID,Scientific_name,Family,original_matrix_name,matrix_name,publication_name,height,length,width,ratio
indigofera_tinctoria_arcuata.shp,918,Indigofera_tinctoria_var._arcuata,Fabaceae,Indigofera_tinctoria_arcuata_OM1933,Indigofera_tinctoria_arcuata_OM1933,Indigofera_tinctoria_L.,2,2,0.7,2.86
inhambanella_henriquesi.shp,1869,Inhambanella_henriquesii,Sapotaceae,Inhambanella_henriquesii_OM2760,Inhambanella_henriquesii_OM2760,Inhambanella_henriquezii_(Engl._&_Warb.)_Dubard,40,17,8,2.13
Ipomoea_carnea,2350,Ipomoea_carnea_subsp._fistulosa,Convolvulaceae,Ipomoea_carnea_fistulosa_Genbank,Ipomoea_carnea_fistulosa_Genbank,Ipomoea_fistulosa_Mart._ex_Choisy,Exotic,Exotic,Exotic,NA
ixora_narcissodora.shp,2063,Ixora_narcissodora,Rubiaceae,Ixora_narcissodora_OM2673,Ixora_narcissodora_OM2673,Ixora_narcissodora_K.Schum.,5,20,8,2.5
jasminum_fluminense_fluminense.shp,2295,Jasminum_fluminense,Oleaceae,Jasminum_fluminense_OM273,Jasminum_fluminense_OM273,Jasminum_fluminense_Vell.,9,2.5,3,0.83
jasminum_multipartitum.shp,2296,Jasminum_multipartitum,Oleaceae,Jasminum_multipartitum_OM782,Jasminum_multipartitum_OM782,Jasminum_multipartitum_Hochst.,3,4,2,2
jasminum_stenolobum.shp,2297,Jasminum_stenolobum,Oleaceae,Jasminum_stenolobum_RBN133,Jasminum_stenolobum_RBN133,Jasminum_stenolobum_Rolfe,1.8,5,1.4,3.57
jubaeopsis_caffra.shp,139,Jubaeopsis_caffra,Arecaceae,Jubaeopsis_caffra_Genbank,Jubaeopsis_caffra_Genbank,Jubaeopsis_caffra_Becc.,8,40,2,20
julbernardia_globiflora.shp,919,Julbernardia_globiflora,Fabaceae,Julbernardia_globiflora_OM2517,Julbernardia_globiflora_OM2517,Julbernardia_globiflora_(Benth.)_Troupin,15,8,3,2.67
justicia_campylostemon.shp,2203,Justicia_campylostemon,Acanthaceae,Justicia_camylostemon_OM2299,Justicia_camylostemon_OM2299,Justicia_campylostemon_T._Anders.,2.5,10.5,6,1.75
karomia_speciosa.shp,2245,Karomia_speciosa,Lamiaceae,Karomia_speciosa_OM700,Karomia_speciosa_OM700,Karomia_speciosa_(Hutch._&_Corbishley)_R.Fern.,6,5,3,1.67
keetia_gueinzii.shp,2064,Keetia_gueinzii,Rubiaceae,Keetia_gueinzii_Abbott9160,Keetia_gueinzii_Abbott9160,Keetia_gueinzii_(Sond.)_Bridson,3,13.5,6,2.25
khaya_anthotheca.shp,1642,Khaya_anthotheca,Meliaceae,Khaya_anthotheca_OM2604,Khaya_anthotheca_OM2604,Khaya_anthotheca_(Welw.)_C.DC.,60,17,7,2.43
kigelia_africana.shp,2221,Kigelia_africana,Bignoniaceae,Kigelia_africana_OM3497,Kigelia_africana_OM3497,Kigelia_africana_(Lam.)_Benth.,25,17,11,1.55
kiggelaria_africana.shp,642,Kiggelaria_africana,Salicaceae,Kiggelaria_africana_OM2260,Kiggelaria_africana_OM2260,Kiggelaria_africana_L.,13,9,5,1.8
kirkia_acuminata.shp,1634,Kirkia_acuminata,Kirkiaceae,Kirkia_acuminata_OM2720,Kirkia_acuminata_OM2720,Kirkia_acuminata_Oliv.,15,8,2.5,3.2
kirkia_wilmsii.shp,1636,Kirkia_wilmsii,Kirkiaceae,Kirkia_wilmsii_RL1230,Kirkia_wilmsii_RL1230,Kirkia_wilmsii_Engl.,8,3,0.6,5
kraussia_floribunda.shp,2066,Kraussia_floribunda,Rubiaceae,Kraussia_floribunda_OM1180,Kraussia_floribunda_OM1180,Kraussia_floribunda_Harv.,6,9,4,2.25
lachnostylis_bilocularis.shp,526,Lachnostylis_bilocularis,Euphorbiaceae,Lachnostylis_bilocularis_Genbank,Lachnostylis_bilocularis_Genbank,Lachnostylis_bilocularis_R.A.Dyer,3,3.5,1.8,1.94
lagynias_dryadum.shp,2067,Lagynias_dryadum,Rubiaceae,Lagynias_dryadum_OM896,Lagynias_dryadum_OM896,Vangueria_dryadum_S.Moore,5,5.5,2,2.75
landolphia_kirkii.shp,1942,Landolphia_kirkii,Apocynaceae,Landolphia_kirkii_RBN295,Landolphia_kirkii_RBN295,Landolphia_kirkii_Dyer,8,9.2,3.2,2.88
lannea_antiscorbutica.shp,1470,Lannea_antiscorbutica,Anacardiaceae,Lannea_antiscorbutica_OM2704,Lannea_antiscorbutica_OM2704,Lannea_antiscorbutica_(Hiern)_Engl.,15,14,7,2
lannea_discolor016.shp,1471,Lannea_discolor,Anacardiaceae,Lannea_discolor_RL1235,Lannea_discolor_RL1235,Lannea_discolor_(Sond.)_Engl.,15,10.5,5.5,1.91
lannea_edulis_edulis.shp,1472,Lannea_edulis_var._edulis,Anacardiaceae,Lannea_edulis_OM1991,Lannea_edulis_OM1991,Lannea_edulis_(Sond.)_Engl.,0.3,20,12,1.67
lannea_schweinfuthii_stulmannii.shp,1476,Lannea_schweinfurthii_var._schweinfurthii,Anacardiaceae,Lannea_schweinfuthii_OM2446,Lannea_schweinfuthii_OM2446,Lannea_schweinfurthii_(Engl.)_Engl.,20,9,6,1.5
lantana_rugosa.shp,2348,Lantana_rugosa,Verbenaceae,Lantana_rugosa_OM459,Lantana_rugosa_OM459,Lantana_rugosa_Thunb.,1,3,2,1.5
lasiodiscus_pervillei_subsp_pervillei.shp,1113,Lasiodiscus_pervillei_subsp._pervillei,Rhamnaceae,Lasiodiscus_pervillei_OM2345,Lasiodiscus_pervillei_OM2345,Lasiodiscus_pervillei_Baill.,9,19,8,2.38
lauridia_reticulata.shp,294,Cassine_reticulata,Celastraceae,Cassine_reticulata_Genbank,Cassine_schinoides_Genbank,Cassine_reticulata_(Eckl._&_Zeyh.)_Codd,4.5,7,2.5,2.8
laurophyllus_capensis.shp,1479,Laurophyllus_capensis,Anacardiaceae,Laurophyllus_capensis_MWC28623,Laurophyllus_capensis_MWC28623,Laurophyllus_capensis_Thunb.,6,12,4,3
lebeckia_sericea.shp,925,Lebeckia_sericea,Fabaceae,Lebeckia_sericea_Genbank,Lebeckia_sericea_Genbank,Lebeckia_sericea_Thunb.,3,5,0.6,8.33
lecaniodiscus_fraxinifolius_subsp_scassellati.shp,1723,Lecaniodiscus_fraxinifolius_subsp._scassellati,Sapindaceae,Lecanodiscus_fraxinifolius_OM2365,Lecanodiscus_fraxinifolius_OM2365,Lecaniodiscus_fraxinifolius_subsp._scassellatii_(Chiov.)_Friis,10,11,4,2.75
leonotis_leonurus.shp,2248,Leonotis_leonurus,Lamiaceae,Leonotis_leonurus_LTM032,Leonotis_leonurus_LTM032,Leonotis_leonurus_(L.)_R.Br.,5,10,2,5
lepisanthes_senegalensis.shp,1724,Lepisanthes_senegalensis,Sapindaceae,Lepisanthes_senegalensis_Genbank,Lepisanthes_senegalensis_Genbank,Lepisanthes_senegalensis_(Poir.)_Leenh.,15,14.5,4.5,3.22
leptactina_delagoensis_delagoensis.shp,2071,Leptactina_delagoensis_subsp._delagoensis,Rubiaceae,Leptactina_delagoensis_OM1598,Leptactina_delagoensis_OM1598,Leptactina_delagoensis_K.Schum.,4,7,2.5,2.8
leucadendron_argenteum.shp,168,Leucadendron_argenteum,Proteaceae,Leucadendron_argenteum_OM2263,Leucadendron_argenteum_OM2263,Leucadendron_argenteum_(L.)_R._Br.,10,15,2,7.5
leucadendron_coniferum.shp,170,Leucadendron_coniferum,Proteaceae,Leucadendron_coniferum_OM2313,Leucadendron_coniferum_OM2313,Leucadendron_coniferum_Meisn.,4,8,1,8
leucadendron_galpinii.shp,175,Leucadendron_galpinii,Proteaceae,Leucadendron_galpinii_MWC25211,Leucadendron_galpinii_MWC25211,Leucadendron_galpinii_E.Phillips_&_Hutch.,3,3,0.5,6
leucadendron_macowanii.shp,177,Leucadendron_macowanii,Proteaceae,Leucadendron_macowanii_MWC28334,Leucadendron_macowanii_MWC28334,Leucadendron_macowanii_E.Phillips,2.5,4,1,4
leucadendron_pubescens.shp,182,Leucadendron_pubescens,Proteaceae,Leucadendron_pubescens_MWC28389,Leucadendron_pubescens_MWC28389,Leucadendron_pubescens_R._Br.,3,5.7,1.5,3.8
leucadendron_rubrum.shp,184,Leucadendron_rubrum,Proteaceae,Leucadendron_rubrum_PG0063,Leucadendron_rubrum_PG0063,Leucadendron_rubrum_Burm._f.,2.5,2,0.3,6.67
leucadendron_salicifolium.shp,185,Leucadendron_salicifolium,Proteaceae,Leucadendron_salicifolium_PG0056,Leucadendron_salicifolium_PG0056,Leucadendron_salicifolium_I.A._Williams,3,6,0.5,12
leucadendron_strobilinum.shp,188,Leucadendron_strobilinum,Proteaceae,Leucadendron_strobilinum_MWC28010,Leucadendron_strobilinum_MWC28010,Leucadendron_strobilinum_Druce,3,8,2.3,3.48
leucosidea_sericea.shp,1150,Leucosidea_sericea,Rosaceae,Leucosidea_sericea_OM_MvdB48,Leucosidea_sericea_OM_MvdB48,Leucosidea_sericea_Eckl._&_Zeyh.,15,3,2,1.5
leucospermum_conocarpodendron_subsp_conocarpodendron.shp,192,Leucospermum_conocarpodendron_subsp._conocarpodendron,Proteaceae,Leucospermum_conocarpodendron_MWC27983,Leucospermum_conocarpodendron_MWC27983,Leucospermum_conocarpodendron_subsp._viridum_Rourke,5,11.5,5,2.3
leucospermum_conocarpodendron_subsp_viridum.shp,193,Leucospermum_conocarpodendron_subsp._viridum,Proteaceae,Leucospermum_conocarpodendron_viridum_OM3102,Leucospermum_conocarpodendron_viridum_OM3102,Leucospermum_conocarpodendron_(L.)_H.St.John,5,11.5,5,2.3
leucospermum_cuneiforme.shp,194,Leucospermum_cuneiforme,Proteaceae,Leucospermum_cuneiforme_OM2267,Leucospermum_cuneiforme_OM2267,Leucospermum_cuneiforme_Rourke,3,11,3,3.67
leucospermum_gerrardii.shp,197,Leucospermum_gerrardii,Proteaceae,Leucospermum_gerrardii_MWC26648,Leucospermum_gerrardii_MWC26648,Leucospermum_gerrardii_Stapf,0.4,9,2,4.5
leucospermum_rodolentum.shp,207,Leucospermum_rodolentum,Proteaceae,Leucospermum_rodolentum_OM2812,Leucospermum_rodolentum_OM2812,Leucospermum_rodolentum_Rourke,3,6.5,1.5,4.33
leucospermum_saxosum.shp,208,Leucospermum_saxosum,Proteaceae,Leucospermum_saxosum_MWC28315,Leucospermum_saxosum_MWC28315,Leucospermum_saxosum_S.Moore,2,11.5,2.4,4.79
liparia_hirsuta.shp,930,Liparia_hirsuta,Fabaceae,Liparia_hirsuta_JWB020,Liparia_hirsuta_JWB020,Liparia_hirsuta_Thunb.,3,2.8,0.95,2.95
liparia_myrtifolia.shp,932,Liparia_myrtifolia,Fabaceae,Liparia_myrtifolia_JWB039,Liparia_myrtifolia_JWB039,Liparia_myrtifolia_Thunb.,3,3.1,1,3.1
liparia_rafnioides.shp,934,Liparia_rafnioides,Fabaceae,Liparia_rafnioides_JWB033,Liparia_rafnioides_JWB033,Liparia_rafnioides_A.L.Schutte,4,3.9,2.5,1.56
lippia_javanica.shp,2349,Lippia_javanica,Verbenaceae,Lippia_javanica_RBN348,Lippia_javanica_RBN348,Lippia_javanica_(Burm.f.)_Spreng.,4.5,4.5,2,2.25
lopholaena_coriifolia.shp,2421,Lopholaena_coriifolia,Asteraceae,Lopholaena_coriifolia_OM_MvdB41,Lopholaena_coriifolia_OM_MvdB41,Lopholaena_coriifolia_(Sond.)_E.Phillips_&_C.A.Sm.,2,2,3,0.67
loxostylis_alata.shp,1480,Loxostylis_alata,Anacardiaceae,Loxostylis_alata_OM1827,Loxostylis_alata_OM1827,Loxostylis_alata_Spreng._ex_Rchb.,5,6,2.5,2.4
ludwigia_octovalvis.shp,1301,Ludwigia_octovalvis,Onagraceae,Ludwigia_octovalis_OM213,Ludwigia_octovalis_OM213,Ludwigia_octovalvis_(Jacq.)_P.H.Raven,4,3,1,3
lumnitzera_racemosa_var_racemosa.shp,1226,Lumnitzera_racemosa_var._racemosa,Combretaceae,Lumnitzera_racemosa_OM2478,Lumnitzera_racemosa_OM2478,Lumnitzera_racemosa_Willd.,10,18,7,2.57
lycium_afrum.shp,2357,Lycium_afrum,Solanaceae,Lycium_afrum_BS0140,Lycium_afrum_BS0140,Lycium_afrum_L.,5,2.5,0.3,8.33
lycium_cinereum.shp,2361,Lycium_cinereum,Solanaceae,Lycium_cinereum_Genbank,Lycium_cinereum_Genbank,Lycium_cinereum_Thunb.,2,0.8,0.2,4
lycium_ferocissimum.shp,2363,Lycium_ferocissimum,Solanaceae,Lycium_ferocissimum_OM2993,Lycium_ferocissimum_OM2993,Lycium_ferocissimum_Miers,2,2,0.8,2.5
lycium_oxycarpum.shp,2367,Lycium_oxycarpum,Solanaceae,Lycium_oxycarpum_OM2936,Lycium_oxycarpum_OM2936,Lycium_oxycarpum_Dunal_,4.5,5,1,5
lycium_schizocalyx.shp,2368,Lycium_schizocalyx,Solanaceae,Lycium_schizocalyx_Genbank,Lycium_schizocalyx_Genbank,Lycium_schizocalyx_C.H.Wright,2,1.4,0.1,14
lycium_villosum.shp,2371,Lycium_villosum,Solanaceae,Lycium_villosum_Genbank,Lycium_villosum_Genbank,Lycium_villosum_Schinz,3,NA,NA,NA
lydenburgia_abbottii.shp,350,Lydenburgia_abbottii,Celastraceae,Lydenburgia_abbottii_Abbott9242,Lydenburgia_abbottii_Abbott9242,Catha_abbottii_A.E.van_Wyk_&_M.Prins,30,9,7,1.29
lydenburgia_cassinoides.shp,351,Lydenburgia_cassinoides,Celastraceae,Lydenburgia_cassinoides_Genbank,Lydenburgia_cassinoides_Genbank,Catha_transvaalensis_Codd,9,8,5,1.6
mackaya_bella.shp,2205,Mackaya_bella,Acanthaceae,Mackaya_bella_CS14,Mackaya_bella_CS14,Mackaya_bella_Harv.,4,14,3.5,4
maclura_africana.shp,1099,Maclura_africana,Moraceae,Maclura_africana_OM2106,Maclura_africana_OM2106,Maclura_africana_(Bureau)_Corner_,8,9,4,2.25
macphersonia_gracilis_var_hildebrandtii.shp,1725,Macphersonia_gracilis_var._hildebrandtii,Sapindaceae,Macphersonia_gracilis_Genbank,Macphersonia_gracilis_Genbank,Macphersonia_gracilis_var._hildebrandtii_(O._Hoffm.)_Capuron_,10,1.3,0.6,2.17
maerua_angolensis_subsp_angolensis.shp,1340,Maerua_angolensis_subsp._angolensis,Capparaceae,Maerua_angolensis_OM1449,Maerua_angolensis_OM1449,Maerua_angolensis_DC.,10,7,5.5,1.27
maerua_cafra.shp,1342,Maerua_cafra,Capparaceae,Maerua_caffra_OM3189,Maerua_caffra_OM3189,Maerua_cafra_Pax,9,7.5,3.5,2.14
maerua_decumbens.shp,1343,Maerua_decumbens,Capparaceae,Maerua_decumbens_OM2097,Maerua_decumbens_OM2097,Maerua_decumbens_(Brongn.)_DeWolf,1,2.7,2,1.35
maerua_juncea_subsp_crustata.shp,1345,Maerua_juncea_subsp._crustata,Capparaceae,Maerua_juncea_OM1592,Maerua_juncea_OM1592,Maerua_juncea_subsp._crustata_Wild,5,7.5,2,3.75
maerua_parvifolia.shp,1350,Maerua_parvifolia,Capparaceae,Maerua_parviflor_RL1199,Maerua_parviflora_RL1199,Maerua_parvifolia_Pax,2,3,1.5,2
maerua_rosmarinoides.shp,1353,Maerua_rosmarinoides,Capparaceae,Maerua_rosmarinoides_OM1476,Maerua_rosmarinoides_OM1476,Maerua_rosmarinoides_Gilg_&_Ben.,5,1.5,0.1,15
maesa_lanceolata.shp,1859,Maesa_lanceolata,Primulaceae,Maesa_lanceolata_OM2020,Maesa_lanceolata_OM2020,Maesa_lanceolata_Forssk.,10,10,10,1
mallotus_oppositifolius.shp,531,Mallotus_oppositifolius,Euphorbiaceae,Mallotus_oppositifolius_Okoli25,Mallotus_oppositifolius_Okoli25,Mallotus_oppositifolius_(Geiseler)_M≥ll.Arg.,10,17,13,1.31
manilkara_concolor.shp,1870,Manilkara_concolor,Sapotaceae,Manilkara_concolor_OM989,Manilkara_concolor_OM989,Manilkara_concolor_(Harv.)_Gerstner_,7,8.5,3.5,2.43
manilkara_discolor.shp,1871,Manilkara_discolor,Sapotaceae,Manilkara_discolor_OM2642,Manilkara_discolor_OM2642,Manilkara_discolor_(Sond.)_J.H.Hemsl.,17,10,5,2
manilkara_mochisia.shp,1872,Manilkara_mochisia,Sapotaceae,Manilkara_mochisia_OM1392,Manilkara_mochisia_OM1392,Manilkara_mochisia_(Baker)_Dubard,15,6,3.5,1.71
manilkara_nicholsonii.shp,1873,Manilkara_nicholsonii,Sapotaceae,Manilkara_nicholsonii_Abbott9202,Manilkara_nicholsonii_Abbott9202,Manilkara_nicholsonii_A.E.van_Wyk,15,10,5,2
maprounea_africana.shp,533,Maprounea_africana,Euphorbiaceae,Maprounea_africana_OM2619,Maprounea_africana_OM2619,Maprounea_africana_M≥ll.Arg.,8,8,4,2
margaritaria_discoidea.shp,534,Margaritaria_discoidea_var._discoidea,Euphorbiaceae,Margaritaria_discoidea_discoidea_OM2639,Margaritaria_discoidea_discoidea_OM2639,Margaritaria_discoidea_(Baill.)_G.L.Webster,20,11,6,1.83
margaritaria_discoidea_nitida.shp,536,Margaritaria_discoidea_var._nitida,Euphorbiaceae,Margaritaria_discoidea_nitida_OM1922,Margaritaria_discoidea_nitida_OM1922,Margaritaria_discoidea_var._nitida_(Pax)_Radcl.-Sm.,7,8,4,2
markhamia_obtusifolia.shp,2222,Markhamia_obtusifolia,Bignoniaceae,Markhamia_obtusifolia_OM2375,Markhamia_obtusifolia_OM2375,Markhamia_obtusifolia_(Baker)_Sprague,13,17,9.5,1.79
markhamia_zanzibarica.shp,2223,Markhamia_zanzibarica,Bignoniaceae,Markhamia_zanzibarica_OM3500,Markhamia_zanzibarica_OM3500,Markhamia_zanzibarica_(Bojer_ex_DC.)_K.Schum.,7,10,6,1.67
mascarenhasia_arborescens.shp,1943,Mascarenhasia_arborescens,Apocynaceae,Mascarenhasia_arborescens_OM2664,Mascarenhasia_arborescens_OM2664,Mascarenhasia_arborescens_A.DC.,8,16.5,6,2.75
maurocenia_frangula.shp,352,Maurocenia_frangula,Celastraceae,Maurocenia_frangula_Genbank,Maurocenia_frangula_Genbank,Maurocenia_frangula_Mill.,3,8,5,1.6
maytenus_abbottii.shp,353,Maytenus_abbottii,Celastraceae,Maytenus_abbottii_Abbott9139,Maytenus_abbottii_Abbott9139,Maytenus_abbottii_A.E.van_Wyk,4,12.5,8,1.56
maytenus_acuminata.shp,354,Maytenus_acuminata,Celastraceae,Maytenus_acuminata_Abbott9201,Maytenus_acuminata_Abbott9201,Maytenus_acuminata_(L.f.)_Loes.,15,12,5,2.4
maytenus_albata.shp,355,Maytenus_albata,Celastraceae,Maytenus_albata_OM1855,Maytenus_albata_OM1855,Maytenus_albata_(N.E.Br.)_E.Schmidt_bis_&_Jordaan,6,8,5,1.6
maytenus_cordata.shp,357,Maytenus_cordata,Celastraceae,Maytenus_cordata_Abbott9138,Maytenus_cordata_Abbott9138,Maytenus_cordata_(E.Mey._ex_Sond.)_Loes.,3.5,7,4,1.75
maytenus_oleoides.shp,361,Maytenus_oleoides,Celastraceae,Maytenus_oleoides_OM2262,Maytenus_oleoides_OM2262,Maytenus_oleoides_(Lam.)_Loes.,4,6,3,2
maytenus_peduncularis.shp,363,Maytenus_peduncularis,Celastraceae,Maytenus_peduncularis_MWC27163,Maytenus_peduncularis_MWC27163,Maytenus_peduncularis_Loes.,20,9,4,2.25
maytenus_procumbens.shp,364,Maytenus_procumbens,Celastraceae,Maytenus_procumbens_OM3602,Maytenus_procumbens_OM3602,Maytenus_procumbens_(L._f.)_Loes.,10,7,3,2.33
maytenus_sp_a.shp,365,Maytenus_sp._A,Celastraceae,Maytenus_sp_A_Abbott9140,Maytenus_sp_A_Abbott9140,Maytenus_sp._A_,5,5,3.5,1.43
meiostemon_tetrandrus.shp,1227,Meiostemon_tetrandrus,Combretaceae,Meiostemon_tetrandrus_OM1653,Meiostemon_tetrandrus_OM1653,Meiostemon_tetrandrus_(Exell)_Exell_&_Stace,5,6,3,2
memecylon_natalense.shp,1248,Memecylon_natalense,Melastomataceae,Memecylon_natalense_MWC35866,Memecylon_natalense_MWC35866,Memecylon_natalense_Markg.,6,6,3,2
metalasia_densa.shp,2423,Metalasia_densa,Asteraceae,Metalasia_densa_BS0166,Metalasia_densa_BS0166,Metalasia_densa_(Lam.)_P.O.Karis,4,1.6,0.3,5.33
metalasia_muricata.shp,2426,Metalasia_muricata,Asteraceae,Metalasia_muricata_AM0154,Metalasia_muricata_AM0154,Metalasia_muricata_(L.)_D.Don,4,1.8,0.2,9
metarungia_longistrobus.shp,2207,Metarungia_longistrobus,Acanthaceae,Metarungia_longistrobus_CS15,Metarungia_longistrobus_CS15,Metarungia_longistrobus_(C.B.Clarke)_Baden,6,25,10,2.5
metrosideros_angustifolia.shp,1280,Metrosideros_angustifolia,Myrtaceae,Metrosideros_angustifolia_OM2303,Metrosideros_angustifolia_OM2303,Metrosideros_angustifolia_(L.)_Sm.,7,8,1,8
milicia_excelsa.shp,1100,Milicia_excelsa,Moraceae,Milicia_excelsa_M2696,Milicia_excelsa_OM2696,Milicia_excelsa_(Welw.)_C.C.Berg,50,18,9.5,1.89
millettia_grandis.shp,938,Millettia_grandis,Fabaceae,Millettia_grandis_OM1757,Millettia_grandis_OM1757,Millettia_grandis_(E.Mey.)_Skeels,13,6.5,2,3.25
millettia_mossambicensis.shp,939,Millettia_mossambicensis,Fabaceae,Millettia_mosambicense_OM2335,Millettia_mosambicense_OM2335,Millettia_mossambicensis_J.B.Gillett,7,11,7,1.57
millettia_stuhlmannii.shp,940,Millettia_stuhlmannii,Fabaceae,Millettia_stuhlmannii_OM2522,Millettia_stuhlmannii_OM2522,Millettia_stuhlmannii_Taub.,20,10,6,1.67
millettia_usaramensis_australis.shp,941,Millettia_usaramensis_subsp._australis,Fabaceae,Millettia_usaramensis_OM2433,Millettia_usaramensis_OM2433,Millettia_usaramensis_Taub.,10,5.5,2.5,2.2
mimetes_arboreus.shp,210,Mimetes_arboreus,Proteaceae,Mimetes_arboreus_Genbank,Mimetes_arboreus_Genbank,Mimetes_arboreus_Rourke,6,8,3.5,2.29
mimetes_cucullatus.shp,212,Mimetes_fimbriifolius,Proteaceae,Mimetes_cucullarus_AM0151,Mimetes_cucullarus_AM0151,Mimetes_fimbriifolius_Salisb._ex_Knight_,6,8,3.5,2.29
mimusops_caffra.shp,1874,Mimusops_caffra,Sapotaceae,Mimusops_caffra_OM2472,Mimusops_caffra_OM2472,Mimusops_caffra_E.Mey._ex_A.DC.,15,9,4.5,2
mimusops_obovata.shp,1875,Mimusops_obovata,Sapotaceae,Mimusops_obovata_OM1554,Mimusops_obovata_OM1554,Mimusops_obovata_Sond.,15,7,4,1.75
mimusops_obtusifolia.shp,1876,Mimusops_obtusifolia,Sapotaceae,Mimusops_obtusifolia_OM2627,Mimusops_obtusifolia_OM2627,Mimusops_obtusifolia_Lam.,10,9.5,7,1.36
mimusops_zeyheri.shp,1877,Mimusops_zeyheri,Sapotaceae,Mimusops_zeyheri_RBN248,Mimusops_zeyheri_RBN248,Mimusops_zeyheri_Sond.,15,11,5.5,2
mitriostigma_axillare.shp,2073,Mitriostigma_axillare,Rubiaceae,Mitriostigma_axillare_Abbott9153,Mitriostigma_axillare_Abbott9153,Mitriostigma_axillare_Hochst.,4,10,3,3.33
monanthotaxis_buchananii.shp,87,Monanthotaxis_buchananii,Annonaceae,Monanthotaxis_buchananii_OM2624,Monanthotaxis_buchananii_OM2624,Monanthotaxis_buchananii_(Engl.)_Verdc.,3,8,3.4,2.35
monanthotaxis_caffra.shp,88,Monanthotaxis_caffra,Annonaceae,Monanthotaxis_caffra_OM276,Monanthotaxis_caffra_OM276,Monanthotaxis_caffra_Verdc.,10,10,4,2.5
mondia_whitei.shp,1944,Mondia_whitei,Apocynaceae,Mondia_Genbank,Mondia_Genbank,Mondia_whiteii_(Hook.f.)_Skeels,12,7,5,1.4
monodora_junodii_junodii.shp,90,Monodora_junodii_subsp._junodii,Annonaceae,Monodora_junodii_junodii_RBN288,Monodora_junodii_junodii_RBN288,Monodora_junodii_Engl._&_Diels,7,16.5,5.5,3
monodora_junodii_macrantha.shp,91,Monodora_junodii_subsp._macrantha,Annonaceae,Monodora_junodii_macrantha_RBN159,Monodora_junodii_macrantha_RBN159,Monodora_junodii_Engl._&_Diels_var.macrantha,7,22,7.5,2.93
monodora_stenopetala.shp,92,Monodora_stenopetala,Annonaceae,Monodora_stenopetala_OM2358,Monodora_stenopetala_OM2358,Monodora_stenopetala_Oliv.,8,13.5,4.5,3
monotes_glaber.shp,1365,Monotes_glaber,Dipterocarpaceae,Monotes_glaber_OM2130,Monotes_glaber_OM2130,Monotes_glaber_Sprague,10,11,6,1.83
montinia_caryophyllacea.shp,2351,Montinia_caryophyllacea,Montiniaceae,Montinia_caryophyllacea_Genbank,Montinia_caryophyllacea_Genbank,Montinia_caryophyllacea_Thunb.,2,6,2.5,2.4
morella_cordifolia.shp,1057,Morella_cordifolia,Myricaceae,Morella_cordifolia_OM2290,Morella_cordifolia_OM2290,Morella_cordifolia_(L.)_Killick,3,2.1,1.5,1.4
morella_pilulifera.shp,1058,Morella_integra,Myricaceae,Morella_pilulifera_OM2024,Morella_pilulifera_OM2024,Morella_integra_(A._Chev.)_Killick,3,7.5,1.3,5.77
morella_serrata.shp,1061,Morella_serrata,Myricaceae,Morella_serrata_Abbott9173,Morella_serrata_Abbott9173,Morella_serrata_(Lam.)_Killick,10,15,2.5,6
moringa_oleifera.shp,1358,Moringa_oleifera,Moringaceae,Moringa_oleifera_Genbank,Moringa_oleifera_Genbank,Moringa_oleifera_Lam.,12,2.5,1.8,1.39
moringa_ovalifolia.shp,1359,Moringa_ovalifolia,Moringaceae,Moringa_ovalifolia_Genbank,Moringa_ovalifolia_Genbank,Moringa_ovalifolia_Dinter_&_A.Berger,7,2.5,1.8,1.39
mundulea_sericea_subsp_sericea.shp,944,Mundulea_sericea_subsp._sericea,Fabaceae,Mundulea_sericea_OM2625,Mundulea_sericea_OM2625,Mundulea_sericea_(Willd.)_A.Chev.,5,6.5,2.5,2.6
mussaenda_arcuata.shp,2076,Mussaenda_arcuata,Rubiaceae,Mussaenda_arcuata_Genbank,Mussaenda_arcuata_Genbank,Nylandtia_scoparia_(Eckl._&_Zeyh.)_Goldblatt_&_J.C._Manning,14,16,10,1.6
myrsine_africana.shp,1861,Myrsine_africana,Primulaceae,Myrsine_africana_OM2822,Myrsine_africana_OM2822,Mussaenda_arcuata_Poir.,3,2,1,2
mystroxylon_aethiopicum_schlechteri.shp,370,Mystroxylon_aethiopicum_subsp._schlechteri,Celastraceae,Mystroxylon_aethiopicum_schlechteri_RBN355,Mystroxylon_aethiopicum_schlechteri_RBN355,Myrsine_africana_L.,12,12,7,1.71
necepsia_castaneifolia_chirindica.shp,540,Necepsia_castaneifolia_subsp._chirindica,Euphorbiaceae,Necepsia_Genbank,Necepsia_Genbank,Mystroxylon_aethiopicum_subsp._schlechteri_(Loes.)_R.H._Archer,9,12,3.5,3.43
nectaropetalum_capense.shp,415,Nectaropetalum_capense,Erythroxylaceae,Nectaropetalum_capense_Abbott9146,Nectaropetalum_capense_Abbott9146,Necepsia_castaneifolia_subsp._chirindica_(Radcl.-Sm.)_Bouchat_&_J.L⁄onard,15,10,5.5,1.82
neoboutonia_mannii.shp,542,Neoboutonia_mannii,Euphorbiaceae,Neoboutonia_mannii_Genbank,Neoboutonia_mannii_Genbank,Nectaropetalum_capense_Stapf_&_Boodle,20,8,8,1
newtonia_buchananii.shp,945,Newtonia_buchananii,Fabaceae,Newtonia_buchananii_Genbank,Newtonia_buchananii_Genbank,Nerium_oleander_L.,40,0.6,0.15,4
